date,%_Iron_Concentrate,Flotation_Column_05_Air_Flow,Flotation_Column_03_Air_Flow,Flotation_Column_07_Level,Flotation_Column_06_Air_Flow,Ore_Pulp_Density,Flotation_Column_01_Air_Flow,Ore_Pulp_Flow,%_Silica_Concentrate,%_Silica_Feed,Flotation_Column_02_Air_Flow,%_Iron_Feed,Flotation_Column_04_Air_Flow,Flotation_Column_07_Air_Flow,Amina_Flow,Starch_Flow,Ore_Pulp_pH
2017-04-03 16:16:00,65.29,302.134,300.613,410.101,304.139,1707360.0,299.704,409439.0,2.07,22.97,297.52,51.7,299.369,299.954,512.469,2044.91,10.0041
2017-04-03 16:16:20,65.29,300.863,298.772,405.41,305.416,1705310.0,299.883,404076.0,2.07,22.97,297.406,51.7,300.013,298.678,508.103,2038.87,10.0062
2017-04-03 16:16:40,65.29,298.91,298.59,362.024,293.998,1703270.0,299.743,390054.0,2.07,22.97,299.209,51.7,300.294,300.331,511.024,2032.2,10.0083
2017-04-03 16:17:00,65.29,298.225,298.409,303.41,306.404,1701230.0,299.898,390699.0,2.07,22.97,298.913,51.7,300.366,300.777,507.752,2036.69,10.0105
2017-04-03 16:17:20,65.29,300.054,298.807,312.832,300.748,1699190.0,300.031,393626.0,2.07,22.97,299.456,51.7,299.424,300.073,506.911,2043.86,10.0126
2017-04-03 16:17:40,65.29,302.131,299.298,332.639,292.432,1697140.0,300.153,396519.0,2.07,22.97,300.133,51.7,298.43,299.226,506.563,2050.93,10.0147
2017-04-03 16:18:00,65.29,302.441,300.694,379.355,301.268,1695100.0,300.463,402514.0,2.07,22.97,299.513,51.7,300.29,297.366,505.271,2055.05,10.0155
2017-04-03 16:18:20,65.29,301.618,302.102,382.673,300.743,1693060.0,298.895,387750.0,2.07,22.97,297.445,51.7,301.157,303.101,503.843,2069.4,10.0163
2017-04-03 16:18:40,65.29,300.911,301.866,344.788,304.75,1691020.0,299.602,395607.0,2.07,22.97,299.095,51.7,300.214,301.804,500.569,2079.89,10.0171
2017-04-03 16:19:00,65.29,300.403,301.016,319.992,306.276,1688970.0,300.221,401214.0,2.07,22.97,299.734,51.7,299.078,301.177,499.389,2088.91,10.0179
2017-04-03 16:19:20,65.29,300.565,298.103,339.088,299.48,1686930.0,300.544,399273.0,2.07,22.97,296.984,51.7,297.299,302.795,505.232,2093.23,10.0187
2017-04-03 16:19:40,65.29,298.34,297.308,339.775,298.889,1684890.0,300.586,399023.0,2.07,22.97,302.668,51.7,299.457,303.424,498.572,2090.07,10.0195
2017-04-03 16:20:00,65.29,299.089,298.701,350.868,302.464,1682850.0,300.12,397471.0,2.07,22.97,305.924,51.7,300.65,303.119,494.385,2085.89,10.0203
2017-04-03 16:20:20,65.29,302.827,301.696,375.816,307.744,1680810.0,299.312,394820.0,2.07,22.97,305.607,51.7,300.322,301.837,494.538,2082.47,10.0211
2017-04-03 16:20:40,65.29,303.445,301.85,415.395,294.146,1678760.0,299.93,397499.0,2.07,22.97,305.143,51.7,299.704,297.819,496.684,2087.96,10.0219
2017-04-03 16:21:00,65.29,302.145,298.949,369.822,307.086,1676720.0,300.132,396510.0,2.07,22.97,301.231,51.7,297.722,302.755,494.72,2087.14,10.0227
2017-04-03 16:21:20,65.29,300.591,298.172,336.377,297.763,1674680.0,300.021,395178.0,2.07,22.97,297.679,51.7,299.387,302.533,492.561,2096.02,10.0235
2017-04-03 16:21:40,65.29,299.268,297.51,307.881,289.819,1672640.0,299.927,394043.0,2.07,22.97,294.653,51.7,300.806,302.344,490.723,2103.52,10.0243
2017-04-03 16:22:00,65.29,299.194,297.954,311.971,290.264,1670590.0,299.927,393895.0,2.07,22.97,294.69,51.7,300.695,302.214,490.517,2107.26,10.0251
2017-04-03 16:22:20,65.29,298.882,299.823,329.177,292.132,1668550.0,299.927,393272.0,2.07,22.97,294.846,51.7,300.227,301.669,489.652,2122.53,10.0259
2017-04-03 16:22:40,65.29,298.571,301.691,346.382,294.001,1666510.0,299.927,392649.0,2.07,22.97,295.002,51.7,299.76,301.124,488.787,2123.84,10.0267
2017-04-03 16:23:00,65.29,298.185,301.9,341.248,299.51,1664470.0,299.927,394369.0,2.07,22.97,298.762,51.7,299.623,299.786,488.281,2119.35,10.0275
2017-04-03 16:23:20,65.29,297.719,299.852,310.564,308.534,1662430.0,299.916,398669.0,2.07,22.97,306.788,51.7,299.927,297.435,487.926,2112.69,10.0283
2017-04-03 16:23:40,65.29,297.57,298.813,355.683,296.803,1660380.0,299.768,393719.0,2.07,22.97,304.412,51.7,299.927,296.396,482.977,2129.86,10.0292
2017-04-03 16:24:00,65.29,299.681,299.547,410.444,299.255,1658340.0,299.852,390734.0,2.07,22.97,305.18,51.7,299.927,296.695,479.751,2134.11,10.03
2017-04-03 16:24:20,65.29,302.451,300.256,395.941,305.526,1656370.0,299.927,391843.0,2.07,22.97,301.582,51.7,299.927,300.141,479.735,2126.9,10.0308
2017-04-03 16:24:40,65.29,303.833,300.366,353.968,304.523,1654430.0,299.882,395485.0,2.07,22.97,298.457,51.7,299.971,302.954,479.477,2123.13,10.0316
2017-04-03 16:25:00,65.29,302.951,300.366,325.909,292.908,1652490.0,299.735,402150.0,2.07,22.97,303.015,51.7,300.118,302.072,476.618,2129.67,10.0324
2017-04-03 16:25:20,65.29,303.982,300.086,329.346,306.039,1650550.0,299.927,391858.0,2.07,22.97,301.964,,300.127,297.849,478.794,2118.26,10.0332
2017-04-03 16:25:40,65.29,303.997,300.148,360.145,298.792,1648610.0,299.709,398843.0,2.07,22.97,303.658,51.7,300.142,299.06,474.26,2121.56,10.034
2017-04-03 16:26:00,65.29,303.197,299.927,395.341,296.589,1646670.0,299.405,399048.0,2.07,22.97,299.847,51.7,300.504,300.266,472.412,2118.62,10.0348
2017-04-03 16:26:20,65.29,302.689,299.94,421.834,306.653,1644830.0,299.322,392912.0,2.07,22.97,292.757,51.7,300.339,304.339,472.0,2111.85,10.0356
2017-04-03 16:26:40,65.29,301.591,300.097,367.482,308.222,1644100.0,299.949,389984.0,2.07,22.97,293.698,51.7,300.026,301.986,467.207,2117.42,10.0364
2017-04-03 16:27:00,65.29,297.291,300.564,314.786,293.254,1643370.0,299.685,401192.0,2.07,22.97,301.025,51.7,300.037,299.201,467.707,2131.56,10.0372
2017-04-03 16:27:20,65.29,298.452,300.448,327.913,303.243,1642630.0,299.569,401811.0,2.07,22.97,301.025,51.7,300.618,298.853,458.995,2145.0,10.038
2017-04-03 16:27:40,65.29,299.219,300.27,340.269,306.93,1641900.0,299.487,402246.0,2.07,22.97,300.881,51.7,301.074,298.657,455.156,2154.3,10.0381
2017-04-03 16:28:00,65.29,299.058,299.947,350.815,295.785,1641160.0,299.487,402246.0,2.07,22.97,300.396,51.7,301.235,298.818,462.783,2154.3,10.0366
2017-04-03 16:28:20,65.29,301.022,299.927,348.419,297.067,1640430.0,300.398,390504.0,2.07,22.97,301.277,51.7,300.941,299.891,462.413,2159.73,10.0352
2017-04-03 16:28:40,65.29,302.083,299.992,353.995,295.275,1639690.0,300.627,389057.0,2.07,22.97,300.793,51.7,299.558,300.188,465.255,2166.12,10.0337
2017-04-03 16:29:00,65.29,302.344,300.104,364.16,291.357,1638960.0,300.366,394629.0,2.07,22.97,299.487,51.7,297.729,299.927,469.971,2171.88,10.0322
2017-04-03 16:29:20,65.29,302.79,299.998,388.077,299.096,1638230.0,300.366,398201.0,2.07,22.97,295.767,51.7,299.218,300.076,463.357,2170.54,10.0307
2017-04-03 16:29:40,65.29,301.14,300.146,421.208,304.536,1637490.0,300.257,399464.0,2.07,22.97,298.377,51.7,300.036,300.804,463.249,2169.92,10.0292
2017-04-03 16:30:00,65.29,298.993,300.366,412.324,304.878,1636760.0,300.238,398901.0,2.07,22.97,302.187,51.7,300.146,301.19,464.908,2171.2,10.0277
2017-04-03 16:30:20,65.29,298.056,300.366,307.687,300.04,1636020.0,300.55,398485.0,2.07,22.97,300.158,51.7,300.146,300.253,460.139,2175.37,10.0263
2017-04-03 16:30:40,65.29,297.672,299.395,278.326,305.174,1635290.0,300.444,405096.0,2.07,22.97,296.182,51.7,300.008,300.146,461.907,2169.52,10.0248
2017-04-03 16:31:00,65.29,297.431,298.671,278.027,304.565,1634550.0,300.285,405000.0,2.07,22.97,296.432,51.7,299.77,300.068,465.441,2159.55,10.0233
2017-04-03 16:31:20,65.29,296.835,298.49,302.857,297.56,1633820.0,299.995,399336.0,2.07,22.97,300.451,51.7,299.487,299.522,467.674,2150.91,10.0218
2017-04-03 16:31:40,65.29,296.495,298.697,330.269,303.378,1633090.0,299.487,403071.0,2.07,22.97,301.632,51.7,301.064,298.957,464.955,2155.81,10.0203
2017-04-03 16:32:00,65.29,297.724,298.753,355.958,303.851,1633890.0,299.343,400510.0,2.07,22.97,302.21,51.7,302.124,299.777,466.115,2147.74,10.0188
2017-04-03 16:32:20,65.29,300.021,299.373,403.066,296.564,1635610.0,299.595,400630.0,2.07,22.97,300.158,51.7,299.725,299.164,469.03,2143.55,10.0173
2017-04-03 16:32:40,65.29,302.34,300.791,428.155,296.681,1637320.0,299.927,402144.0,2.07,22.97,298.32,51.7,297.938,298.245,472.012,2142.58,10.0159
2017-04-03 16:33:00,65.29,302.839,302.62,392.816,305.461,1639040.0,300.039,401327.0,2.07,22.97,298.741,51.7,299.661,298.286,470.411,2142.06,10.0144
2017-04-03 16:33:20,65.29,302.999,302.779,353.583,296.853,1640750.0,300.358,396225.0,2.07,22.97,301.611,51.7,300.777,299.243,468.197,2140.65,10.0129
2017-04-03 16:33:40,65.29,300.767,297.616,325.367,302.205,1642030.0,300.366,402836.0,2.07,22.97,296.091,51.7,300.806,299.455,470.007,2162.54,10.0114
2017-04-03 16:34:00,65.29,298.808,298.437,328.227,307.569,1642890.0,300.243,404105.0,2.07,22.97,297.894,51.7,300.435,298.389,472.564,2171.05,10.0099
2017-04-03 16:34:20,65.29,297.511,300.204,327.043,305.801,1643750.0,300.007,397034.0,2.07,22.97,300.723,51.7,299.728,298.389,475.184,2173.14,10.0084
2017-04-03 16:34:40,65.29,296.324,301.104,324.016,297.137,1644600.0,300.375,404186.0,2.07,22.97,297.653,51.7,298.442,300.778,477.319,2163.06,10.007
2017-04-03 16:35:00,65.29,296.543,,341.646,299.379,1645460.0,300.423,404989.0,2.07,22.97,295.344,51.7,298.848,301.169,481.535,2147.75,10.0055
2017-04-03 16:35:20,65.29,297.373,300.644,369.036,308.152,1646320.0,300.185,399614.0,2.07,22.97,294.751,51.7,300.152,300.102,486.804,2128.29,10.004
2017-04-03 16:35:40,65.29,301.155,300.726,375.652,297.959,1647170.0,300.287,401160.0,2.07,22.97,298.859,51.7,299.946,299.646,482.998,2094.86,10.0025
2017-04-03 16:36:00,65.29,303.223,300.97,359.519,295.548,1648030.0,300.306,404292.0,2.07,22.97,299.684,51.7,299.214,299.427,481.716,2075.9,10.001
2017-04-03 16:36:20,65.29,303.223,301.245,330.503,302.563,1648890.0,300.192,407227.0,2.07,22.97,297.07,51.7,298.389,299.313,484.009,2072.27,9.99953
2017-04-03 16:36:40,65.29,302.653,298.966,321.918,304.843,1649740.0,300.289,410835.0,2.07,22.97,297.07,51.7,299.671,300.265,480.052,2067.14,9.99805
2017-04-03 16:37:00,65.29,302.024,297.794,330.121,305.247,1650720.0,300.302,410403.0,2.07,22.97,297.454,51.7,300.302,299.653,478.261,2058.7,9.99656
2017-04-03 16:37:20,65.29,301.547,297.889,349.284,304.007,1651760.0,300.207,406842.0,2.07,22.97,298.027,51.7,300.207,297.936,478.791,2050.22,9.99508
2017-04-03 16:37:40,65.29,300.608,299.223,373.469,300.212,1652800.0,300.031,402969.0,2.07,22.97,299.778,51.7,299.915,297.603,478.0,2044.4,9.99353
2017-04-03 16:38:00,65.29,298.876,302.687,406.288,292.024,1653840.0,299.716,398560.0,2.07,22.97,303.557,51.7,299.285,299.65,474.938,2043.0,9.99188
2017-04-03 16:38:20,65.29,299.048,297.949,386.782,305.64,1654880.0,299.927,399902.0,2.07,22.97,296.411,51.7,298.828,296.631,484.619,2044.92,9.99023
2017-04-03 16:38:40,65.29,298.302,297.965,316.887,300.796,1655920.0,299.927,397255.0,2.07,22.97,300.209,51.7,300.366,302.241,478.669,2045.16,9.98858
2017-04-03 16:39:00,65.29,296.606,298.273,320.372,292.007,1656960.0,299.927,397050.0,2.07,22.97,297.125,51.7,300.366,300.237,481.667,2049.28,9.98693
2017-04-03 16:39:20,65.29,297.533,298.389,345.447,294.576,1658000.0,299.829,397623.0,2.07,22.97,299.192,51.7,300.366,299.878,483.33,2051.66,9.98528
2017-04-03 16:39:40,65.29,299.692,299.003,364.743,300.096,1659230.0,299.741,399074.0,2.07,22.97,302.063,51.7,300.093,300.366,484.293,2052.11,9.98363
2017-04-03 16:40:00,65.29,300.637,301.839,316.477,291.746,1661150.0,299.899,402015.0,2.07,22.97,296.706,51.7,298.833,300.366,485.606,2049.31,9.98198
2017-04-03 16:40:20,65.29,299.274,302.216,314.291,292.939,1663080.0,300.182,399816.0,2.07,22.97,300.474,51.7,300.012,300.494,488.322,2053.47,9.98033
2017-04-03 16:40:40,65.29,298.299,300.89,331.312,298.51,1665000.0,300.366,398718.0,2.07,22.97,302.193,51.7,300.96,300.335,489.932,2059.07,9.97868
2017-04-03 16:41:00,65.29,298.685,298.039,360.08,307.101,1666910.0,300.362,400787.0,2.07,22.97,298.259,51.7,300.797,299.719,489.502,2065.36,9.97703
2017-04-03 16:41:20,65.29,301.217,301.019,334.643,304.569,1668100.0,300.213,400986.0,2.07,22.97,301.238,51.7,300.499,299.102,489.502,2089.17,9.97537
2017-04-03 16:41:40,65.29,300.615,302.61,307.967,307.831,1669300.0,300.811,398946.0,2.07,22.97,302.696,51.7,299.036,299.094,490.98,2091.23,9.97372
2017-04-03 16:42:00,65.29,296.449,302.327,321.981,298.844,1670500.0,300.182,401812.0,2.07,22.97,299.745,51.7,299.384,299.268,492.365,2085.94,9.97207
2017-04-03 16:42:20,65.29,296.195,300.287,361.764,294.84,1671690.0,300.35,404935.0,2.07,22.97,299.215,51.7,299.927,298.992,494.594,2082.64,9.97042
2017-04-03 16:42:40,65.29,297.731,297.733,402.42,296.732,1672890.0,301.242,406601.0,2.07,22.97,300.317,51.7,299.928,298.615,497.475,2078.18,9.96877
2017-04-03 16:43:00,65.29,298.434,298.169,387.527,299.259,1674340.0,300.563,400104.0,2.07,22.97,297.327,51.7,300.025,300.525,497.636,2089.44,9.96712
2017-04-03 16:43:20,65.29,299.483,299.386,340.164,294.67,1676010.0,300.179,399023.0,2.07,22.97,300.891,51.7,299.927,301.152,495.165,2099.92,9.96547
2017-04-03 16:43:40,65.29,300.643,301.199,314.297,299.648,1677690.0,299.996,399070.0,2.07,22.97,302.471,51.7,299.927,301.06,496.794,2107.06,9.96382
2017-04-03 16:44:00,65.29,301.891,301.978,323.3,307.286,1679370.0,300.308,399277.0,2.07,22.97,301.068,51.7,299.927,301.216,499.392,2113.99,9.96217
2017-04-03 16:44:20,65.29,301.994,299.917,311.947,304.043,1680050.0,300.885,395855.0,2.07,22.97,300.027,51.7,300.576,300.336,504.565,2131.54,9.96052
2017-04-03 16:44:40,65.29,300.222,298.191,311.615,298.875,1680500.0,301.047,395041.0,2.07,22.97,298.646,51.7,300.926,299.855,504.513,2141.68,9.95887
2017-04-03 16:45:00,65.29,296.37,297.738,331.524,294.458,1680940.0,300.594,398665.0,2.07,22.97,296.72,51.7,300.7,300.195,496.962,2139.67,9.95721
2017-04-03 16:45:20,65.29,294.497,297.543,341.392,292.261,1681390.0,300.368,400455.0,2.07,22.97,295.738,,300.576,300.357,493.223,2138.61,9.95556
2017-04-03 16:45:40,65.29,297.034,298.849,335.602,293.261,1681830.0,300.445,399123.0,2.07,22.97,295.2,51.7,300.192,299.972,495.572,2136.56,9.95391
2017-04-03 16:46:00,65.29,299.57,300.156,329.812,294.26,1682280.0,300.522,397790.0,2.07,22.97,294.662,51.7,299.808,299.588,497.92,2134.51,9.95226
2017-04-03 16:46:20,65.29,301.814,301.193,321.871,295.17,1682730.0,300.457,396060.0,2.07,22.97,294.601,51.7,299.642,299.293,498.945,2134.01,9.95061
2017-04-03 16:46:40,65.29,302.59,300.883,303.153,295.636,1683170.0,299.68,392333.0,2.07,22.97,296.931,51.7,300.574,299.449,493.337,2140.91,9.94896
2017-04-03 16:47:00,65.29,303.507,301.047,289.112,302.386,1683620.0,300.09,393658.0,2.07,22.97,300.646,51.7,300.806,299.97,493.619,2153.57,9.94731
2017-04-03 16:47:20,65.29,303.583,300.612,269.537,304.381,1684060.0,300.629,395969.0,2.07,22.97,301.61,51.7,300.172,300.251,496.275,2168.05,9.94589
2017-04-03 16:47:40,65.29,302.228,298.955,238.535,295.348,1684510.0,300.742,397173.0,2.07,22.97,297.394,51.7,298.516,299.95,499.621,2182.54,9.94486
2017-04-03 16:48:00,65.29,302.324,298.227,243.197,306.877,1684960.0,300.205,398334.0,2.07,22.97,302.481,51.7,299.992,299.526,495.425,2190.81,9.94383
2017-04-03 16:48:20,65.29,302.235,297.952,249.883,301.969,1685400.0,300.581,396553.0,2.07,22.97,303.655,51.7,299.929,300.248,497.109,2192.38,9.9428
2017-04-03 16:48:40,65.29,302.108,297.785,256.264,295.979,1685850.0,301.025,394774.0,2.07,22.97,304.19,51.7,299.709,301.035,499.24,2194.48,9.94177
2017-04-03 16:49:00,65.29,301.342,300.389,267.803,306.548,1686290.0,301.025,401514.0,2.07,22.97,298.062,51.7,299.823,301.495,497.964,2232.58,9.94074
2017-04-03 16:49:20,65.29,300.893,301.443,278.982,310.508,1686740.0,301.033,404277.0,2.07,22.97,295.584,51.7,299.986,301.589,497.702,2249.11,9.93971
2017-04-03 16:49:40,65.29,299.385,301.191,351.992,305.9,1687180.0,301.117,404054.0,2.07,22.97,296.17,51.7,300.656,300.5,500.728,2260.27,9.93868
2017-04-03 16:50:00,65.29,297.877,300.94,425.001,301.292,1687630.0,301.2,403830.0,2.07,22.97,296.757,51.7,301.326,299.41,503.754,2271.42,9.93764
2017-04-03 16:50:20,65.29,296.995,299.829,467.611,296.425,1688080.0,300.795,400607.0,2.07,22.97,299.699,51.7,301.534,298.903,503.494,2277.34,9.93661
2017-04-03 16:50:40,65.29,297.139,297.757,472.215,295.215,1688700.0,300.007,395784.0,2.07,22.97,302.45,51.7,300.908,299.008,502.151,2275.97,9.93558
2017-04-03 16:51:00,65.29,299.68,297.221,477.495,306.869,1690860.0,300.215,399902.0,2.07,22.97,296.178,51.7,299.707,300.263,511.932,2271.48,9.93455
2017-04-03 16:51:20,65.29,302.504,297.504,502.669,305.88,1693010.0,299.933,399902.0,2.07,22.97,299.849,51.7,299.707,302.946,515.07,2271.48,9.93352
2017-04-03 16:51:40,65.29,300.772,301.242,453.345,298.843,1695170.0,300.524,399504.0,2.07,22.97,296.792,51.7,300.752,303.451,514.722,2290.24,9.93249
2017-04-03 16:52:00,65.29,299.086,301.07,408.507,300.91,1696890.0,300.722,397300.0,2.07,22.97,296.909,51.7,301.077,300.973,512.892,2297.3,9.93146
2017-04-03 16:52:20,65.29,297.689,298.031,372.191,308.326,1698240.0,300.565,394452.0,2.07,22.97,299.467,51.7,300.601,297.245,510.822,2296.12,9.93043
2017-04-03 16:52:40,65.29,297.376,298.656,357.683,298.645,1699590.0,300.409,397575.0,2.07,22.97,299.311,51.7,299.04,301.929,515.16,2304.44,9.9294
2017-04-03 16:53:00,65.29,298.607,300.031,362.017,294.254,1700940.0,300.309,399659.0,2.07,22.97,298.294,51.7,298.895,302.077,516.994,2313.74,9.92836
2017-04-03 16:53:20,65.29,300.427,301.692,373.538,291.881,1702280.0,300.23,401347.0,2.07,22.97,296.949,51.7,299.29,300.495,517.873,2323.4,9.92733
2017-04-03 16:53:40,65.29,302.246,303.353,385.059,289.507,1703630.0,300.151,403034.0,2.07,22.97,295.605,51.7,299.686,298.913,518.752,2333.06,9.9263
2017-04-03 16:54:00,65.29,299.801,301.465,409.091,297.714,1704980.0,300.57,398605.0,2.07,22.97,300.9,51.7,299.848,299.111,516.837,2342.72,9.92527
2017-04-03 16:54:20,65.29,298.16,299.581,406.048,302.007,1706360.0,300.692,391609.0,2.07,22.97,303.77,51.7,299.703,299.604,519.173,2354.84,9.92424
2017-04-03 16:54:40,65.29,297.679,298.828,344.416,295.681,1707770.0,300.451,397443.0,2.07,22.97,299.927,51.7,299.621,299.927,520.238,2355.27,9.92321
2017-04-03 16:55:00,65.29,296.544,298.415,324.604,302.386,1709180.0,300.34,403125.0,2.07,22.97,289.451,51.7,299.927,301.325,526.396,2336.45,9.92218
2017-04-03 16:55:20,65.29,297.817,298.859,354.006,298.372,1710590.0,300.174,401675.0,2.07,22.97,303.202,51.7,299.927,301.151,531.442,2340.11,9.92115
2017-04-03 16:55:40,65.29,299.578,300.301,400.252,291.966,1712000.0,300.335,393347.0,2.07,22.97,305.604,51.7,299.927,296.827,523.435,2341.53,9.92012
2017-04-03 16:56:00,65.29,301.824,301.598,397.968,298.542,1714220.0,300.113,405025.0,2.07,22.97,305.194,51.7,299.927,299.641,523.959,2345.21,9.91908
2017-04-03 16:56:20,65.29,302.942,301.454,372.965,301.419,1716630.0,300.067,412035.0,2.07,22.97,302.622,51.7,300.348,301.876,526.553,2345.09,9.91805
2017-04-03 16:56:40,65.29,302.255,299.279,332.437,294.322,1719040.0,300.411,405167.0,2.07,22.97,297.928,51.7,301.378,300.731,529.097,2338.99,9.91702
2017-04-03 16:57:00,65.29,300.529,298.398,316.06,295.282,1721450.0,300.471,400438.0,2.07,22.97,294.501,51.7,299.383,299.803,530.396,2324.6,9.91599
2017-04-03 16:57:20,65.29,297.833,298.478,352.448,305.227,1722730.0,300.366,401577.0,2.07,22.97,300.729,51.7,298.766,299.748,528.221,2320.32,9.9149
2017-04-03 16:57:40,65.29,297.552,297.988,390.001,302.237,1723080.0,300.065,404595.0,2.07,22.97,303.133,51.7,299.726,300.127,527.569,2326.02,9.91376
2017-04-03 16:58:00,65.29,299.272,298.746,391.746,294.347,1723430.0,299.884,404307.0,2.07,22.97,300.676,51.7,299.596,300.131,526.275,2328.65,9.91261
2017-04-03 16:58:20,65.29,301.715,301.652,351.043,294.88,1723780.0,300.445,398626.0,2.07,22.97,299.57,51.7,300.016,299.487,521.657,2324.69,9.91147
2017-04-03 16:58:40,65.29,301.818,300.056,366.413,293.417,1724130.0,300.711,398271.0,2.07,22.97,290.921,,300.436,299.487,527.201,2306.97,9.91033
2017-04-03 16:59:00,65.29,300.809,299.268,363.453,295.742,1724480.0,300.879,398145.0,2.07,22.97,289.74,51.7,300.805,299.122,528.769,2301.46,9.90919
2017-04-03 16:59:20,65.29,298.352,298.714,331.394,306.202,1724830.0,300.385,398315.0,2.07,22.97,299.444,51.7,300.093,297.877,533.289,2305.04,9.90805
2017-04-03 16:59:40,65.29,298.09,298.545,347.952,302.879,1725180.0,299.927,400966.0,2.07,22.97,301.687,51.7,298.24,297.826,532.72,2293.8,9.90691
2017-04-03 17:00:00,65.29,298.196,298.413,398.45,291.264,1725530.0,299.902,404843.0,2.07,22.97,298.453,51.7,296.658,298.549,525.519,2270.76,9.90576
2017-04-03 17:00:20,65.29,301.307,298.724,420.323,295.619,1725880.0,299.591,396962.0,2.07,22.97,302.03,51.7,299.769,300.571,533.297,2262.46,9.90462
2017-04-03 17:00:40,65.29,301.309,299.656,413.454,298.984,1726230.0,299.539,394681.0,2.07,22.97,300.791,51.7,300.495,300.986,535.314,2251.39,9.90348
2017-04-03 17:01:00,65.29,299.758,300.897,392.219,301.855,1726590.0,299.617,395198.0,2.07,22.97,297.145,51.7,300.03,300.599,534.452,2238.97,9.90234
2017-04-03 17:01:20,65.29,298.206,302.138,370.984,304.725,1726940.0,299.694,395715.0,2.07,22.97,293.499,51.7,299.564,300.211,533.59,2226.56,9.9012
2017-04-03 17:01:40,65.29,296.191,297.949,331.606,309.375,1727290.0,299.927,396680.0,2.07,22.97,298.389,51.7,297.949,298.608,537.109,2232.42,9.90005
2017-04-03 17:02:00,65.29,299.035,297.949,337.269,306.238,1727640.0,299.927,397987.0,2.07,22.97,299.761,51.7,299.518,298.118,535.748,2231.54,9.89891
2017-04-03 17:02:20,65.29,302.313,297.949,343.798,302.62,1727990.0,299.927,399494.0,2.07,22.97,301.344,51.7,301.327,297.553,534.178,2230.54,9.89777
2017-04-03 17:02:40,65.29,302.705,300.643,337.532,304.329,1728340.0,299.643,396207.0,2.07,22.97,301.04,51.7,300.189,298.36,537.996,2246.99,9.89663
2017-04-03 17:03:00,65.29,299.487,301.685,330.014,293.781,1728690.0,299.926,402834.0,2.07,22.97,296.416,51.7,298.392,302.783,535.892,2255.91,9.89549
2017-04-03 17:03:20,65.29,299.403,301.853,356.135,296.465,1729040.0,299.759,403729.0,2.07,22.97,298.345,51.7,299.65,302.531,537.29,2260.38,9.89434
2017-04-03 17:03:40,65.29,299.319,302.021,382.255,299.15,1729390.0,299.591,404624.0,2.07,22.97,300.275,51.7,300.908,302.279,538.688,2264.86,9.8932
2017-04-03 17:04:00,65.29,298.532,300.468,385.435,302.032,1729740.0,299.533,406157.0,2.07,22.97,304.347,51.7,301.133,301.266,538.188,2266.47,9.89206
2017-04-03 17:04:20,65.29,296.631,296.191,352.021,305.2,1730090.0,299.652,408691.0,2.07,22.97,311.792,51.7,299.707,299.048,534.668,2263.67,9.89092
2017-04-03 17:04:40,65.29,296.495,297.281,344.842,305.155,1730440.0,299.843,405787.0,2.07,22.97,307.707,51.7,299.662,299.32,535.172,2266.59,9.88978
