date,Flotation_Column_02_Air_Flow,Ore_Pulp_Density,%_Iron_Concentrate,Flotation_Column_01_Level,Flotation_Column_04_Level,Flotation_Column_02_Level,Flotation_Column_03_Level,%_Iron_Feed,Amina_Flow,Starch_Flow,Ore_Pulp_pH,%_Silica_Feed,Flotation_Column_03_Air_Flow,%_Silica_Concentrate,Flotation_Column_01_Air_Flow,Ore_Pulp_Flow
2017-03-10 01:00:00,252.949,1.74,66.91,449.989,485.549,484.614,458.782,55.2,568.848,3508.98,10.089,16.98,249.214,1.31,249.412,398.994
2017-03-10 01:00:00,253.191,1.74,66.91,438.077,474.647,440.264,464.013,55.2,557.312,3537.3,10.0906,16.98,249.258,1.31,249.609,400.488
2017-03-10 01:00:00,247.896,1.74,66.91,443.933,476.21,433.241,461.479,55.2,562.195,3555.86,10.0921,16.98,249.851,1.31,249.763,404.766
2017-03-10 01:00:00,251.653,1.74,66.91,448.438,485.898,425.826,461.59,55.2,571.533,3570.12,10.0936,16.98,251.279,1.31,250.291,401.572
2017-03-10 01:00:00,257.607,1.74,66.91,436.876,456.719,436.474,460.132,55.2,571.167,3579.69,10.0951,16.98,255.498,1.31,254.487,394.57
2017-03-10 01:00:00,259.211,1.74,66.91,438.578,449.646,431.037,439.896,55.2,562.805,3565.63,10.0967,16.98,256.465,1.31,258.662,393.516
2017-03-10 01:00:00,254.817,1.74,66.91,444.233,444.136,436.643,415.022,55.2,566.101,3550.39,10.0982,16.98,254.202,1.31,259.255,396.504
2017-03-10 01:00:00,252.905,1.74,66.91,445.435,440.62,441.23,407.9,55.2,568.848,3546.88,10.0997,16.98,253.345,1.31,259.058,397.559
2017-03-10 01:00:00,251.829,1.74,66.91,464.003,437.89,463.434,413.941,55.2,567.139,3613.87,10.1013,16.98,251.96,1.31,257.981,398.994
2017-03-10 01:00:00,252.29,1.74,66.91,467.756,429.608,498.325,428.619,55.2,561.707,3680.86,10.1028,16.98,251.06,1.31,257.212,399.199
2017-03-10 01:00:00,252.378,1.74,66.91,467.706,425.741,502.06,442.487,55.2,563.11,3719.14,10.1043,16.98,250.313,1.31,256.465,402.715
2017-03-10 01:00:00,252.4,1.74,66.91,468.457,428.4,495.437,458.67,55.2,570.129,3725.78,10.1059,16.98,250.203,1.31,256.816,403.887
2017-03-10 01:00:00,247.544,1.74,66.91,465.304,437.068,284.561,456.457,55.2,569.946,3734.18,10.1074,16.98,250.576,1.31,256.311,400.02
2017-03-10 01:00:00,245.588,1.74,66.91,458.698,459.648,328.8555,461.151,55.2,567.139,3747.85,10.1089,16.98,250.554,1.31,254.751,403.359
2017-03-10 01:00:00,248.884,1.74,66.91,452.942,472.891,373.15,482.68,55.2,579.224,3766.99,10.1104,16.98,250.488,1.31,254.531,406.084
2017-03-10 01:00:00,250.884,1.74,66.91,457.396,444.921,486.826,490.828,55.2,598.389,3804.88,10.112,16.98,250.334,1.31,254.355,403.477
2017-03-10 01:00:00,251.763,1.74,66.91,452.241,432.849,508.292,474.75,55.2,600.83,3816.99,10.1135,16.98,249.346,1.31,254.07,402.861
2017-03-10 01:00:00,247.339,1.74,66.91,461.617,455.08,513.163,462.757,55.2,599.365,3812.3,10.115,16.98,248.95,1.31,254.736,403.516
2017-03-10 01:00:00,248.28,1.74,66.91,462.751,466.273,515.94,458.485,55.2,595.001,3818.75,10.1166,16.98,249.95,1.31,254.817,403.14
2017-03-10 01:00:00,246.193,1.74,66.91,465.154,463.868,507.926,450.526,55.2,589.874,3820.9,10.1181,16.98,250.917,1.31,254.092,394.834
2017-03-10 01:00:00,246.687,1.74,66.91,462.751,477.99,499.284,448.856,55.2,594.33,3802.54,10.1196,16.98,251.005,1.31,253.641,397.002
2017-03-10 01:00:00,251.071,1.74,66.91,440.104,493.181,317.64,442.275,55.2,598.724,3788.09,10.1211,16.98,251.213,1.31,253.422,395.156
2017-03-10 01:00:00,251.115,1.74022,66.91,446.986,496.617,340.792,430.405,55.2,598.969,3774.22,10.1227,16.98,250.939,1.31,252.916,391.904
2017-03-10 01:00:00,249.983,1.74057,66.91,463.928,475.154,363.944,435.012,55.2,595.581,1130.86,10.1242,16.98,251.136,1.31,252.971,398.364
2017-03-10 01:00:00,250.258,1.74091,66.91,460.474,428.375,500.759,432.014,55.2,597.046,1084.31,10.1257,16.98,249.225,1.31,252.554,403.667
2017-03-10 01:00:00,249.346,1.74126,66.91,451.24,398.964,514.13,432.423,55.2,597.168,1037.76,10.1273,16.98,247.786,1.31,252.532,398.687
2017-03-10 01:00:00,248.302,1.7416,66.91,443.232,412.658,509.595,431.37,55.2,597.9,2588.77,10.1288,16.98,247.917,1.31,252.971,394.556
2017-03-10 01:00:00,248.785,1.74195,66.91,455.72,442.855,507.811,444.56,55.2,598.755,3026.46,10.1303,16.98,250.356,1.31,252.839,397.471
2017-03-10 01:00:00,249.17,1.74229,66.91,463.953,453.52,509.2,452.68,55.2,598.755,2962.89,10.1307,16.98,251.587,1.31,252.686,399.316
2017-03-10 01:00:00,250.884,1.74264,66.91,459.073,454.788,506.99,458.998,55.2,607.086,2926.07,10.1305,16.98,251.73,1.31,253.257,395.508
2017-03-10 01:00:00,250.95,1.74298,66.91,461.325,461.307,261.341,455.731,55.2,600.861,2940.53,10.1302,16.98,251.949,1.31,252.993,396.694
2017-03-10 01:00:00,255.344,1.74333,66.91,463.953,461.148,314.7245,457.756,55.2,593.506,2951.37,10.13,16.98,250.455,1.31,252.114,398.818
2017-03-10 01:00:00,251.104,1.74367,66.91,454.193,450.738,368.108,468.145,55.2,598.602,2975.2,10.1298,16.98,249.467,1.31,252.092,398.452
2017-03-10 01:00:00,249.412,1.74402,66.91,441.456,423.496,509.625,460.182,55.2,599.823,3053.71,10.1295,16.98,248.818,1.31,252.532,399.097
2017-03-10 01:00:00,249.489,1.74436,66.91,440.029,423.264,524.378,460.773,55.2,596.375,3094.24,10.1293,16.98,248.225,1.31,252.114,397.896
2017-03-10 01:00:00,248.807,1.74471,66.91,453.467,437.055,528.51,459.642,55.2,593.506,3087.5,10.1291,16.98,248.357,1.31,251.521,397.925
2017-03-10 01:00:00,250.873,1.74505,66.91,460.274,455.236,520.326,465.768,55.2,599.792,3071.88,10.1288,16.98,248.511,1.31,251.796,401.865
2017-03-10 01:00:00,251.455,1.7454,66.91,450.69,465.178,505.887,465.576,55.2,598.877,3056.25,10.1286,16.98,251.224,1.31,251.598,395.332
2017-03-10 01:00:00,251.576,1.74574,66.91,454.869,476.563,264.879,464.685,55.2,596.71,3055.86,10.1283,16.98,252.543,1.31,251.082,398.438
2017-03-10 01:00:00,253.235,1.74609,66.91,457.997,491.936,309.045,451.954,55.2,594.94,3068.75,10.1281,16.98,251.609,1.31,251.499,396.255
2017-03-10 01:00:00,250.433,1.74643,66.91,455.319,475.176,353.211,438.98,55.2,592.285,3078.03,10.1279,16.98,250.291,1.31,251.521,398.394
2017-03-10 01:00:00,252.51,1.74678,66.91,455.419,426.717,504.813,439.112,55.2,587.86,3086.43,10.1276,16.98,248.972,1.31,251.367,402.891
2017-03-10 01:00:00,248.236,1.74712,66.91,448.788,418.711,514.749,445.724,55.2,588.715,3091.11,10.1274,16.98,248.511,1.31,251.51,398.379
2017-03-10 01:00:00,247.489,1.74747,66.91,442.006,436.173,517.951,442.403,55.2,591.4,3096.88,10.1272,16.98,248.225,1.31,251.158,401.982
2017-03-10 01:00:00,250.521,1.74781,66.91,445.96,448.28,520.894,437.793,55.2,599.182,3097.07,10.1269,16.98,248.785,1.31,250.928,401.279
2017-03-10 01:00:00,251.653,1.74816,66.91,444.058,460.699,524.034,436.689,55.2,602.234,3096.97,10.1267,16.98,250.455,1.31,250.642,393.691
2017-03-10 01:00:00,250.521,1.7485,66.91,448.588,465.62,367.683,434.043,55.2,598.236,3086.23,10.1265,16.98,251.29,1.31,250.631,397.295
2017-03-10 01:00:00,252.971,1.74884,66.91,457.321,463.339,343.326,439.383,55.2,597.9,3099.12,10.1262,16.98,251.51,1.31,250.565,403.257
2017-03-10 01:00:00,254.377,1.74919,66.91,462.551,462.363,318.969,446.129,55.2,603.912,3109.38,10.126,16.98,251.444,1.31,251.06,406.494
2017-03-10 01:00:00,254.081,1.74953,66.91,454.193,428.479,501.468,455.546,55.2,603.912,3116.99,10.1258,16.98,251.082,1.31,251.51,409.995
2017-03-10 01:00:00,250.433,1.74988,66.91,444.058,402.796,524.352,455.839,55.2,600.433,3121.09,10.1255,16.98,249.928,1.31,251.158,409.995
2017-03-10 01:00:00,248.511,1.74978,66.91,441.431,398.83,515.43,453.76,55.2,599.365,3121.09,10.1253,16.98,249.39,1.31,250.928,409.277
2017-03-10 01:00:00,247.083,1.74943,66.91,448.588,422.444,507.702,459.025,55.2,604.126,3104.59,10.125,16.98,248.676,1.31,250.928,408.706
2017-03-10 01:00:00,249.313,1.74909,66.91,455.044,441.758,531.516,461.86,55.2,606.689,3088.09,10.1248,16.98,248.719,1.31,251.213,403.638
2017-03-10 01:00:00,248.785,1.74874,66.91,453.843,440.233,523.018,464.31,55.2,603.912,3090.33,10.1246,16.98,248.665,1.31,250.796,402.217
2017-03-10 01:00:00,247.632,1.7484,66.91,444.634,471.521,505.917,456.862,55.2,607.574,3103.91,10.1243,16.98,248.796,1.31,250.774,401.499
2017-03-10 01:00:00,247.775,1.74806,66.91,453.117,498.219,216.37,451.438,55.2,610.748,3134.77,10.1241,16.98,248.95,1.31,251.213,409.351
2017-03-10 01:00:00,247.709,1.74771,66.91,458.647,492.324,308.4095,445.802,55.2,608.582,3153.52,10.1238,16.98,250.521,1.31,251.367,406.538
2017-03-10 01:00:00,248.632,1.74737,66.91,459.248,467.928,400.449,442.619,55.2,607.697,3152.44,10.1234,16.98,251.653,1.31,251.082,397.397
2017-03-10 01:00:00,251.455,1.74702,66.91,450.189,420.487,520.246,442.781,55.2,605.133,3152.93,10.1231,16.98,252.092,1.31,250.928,393.677
2017-03-10 01:00:00,250.543,1.74668,66.91,443.958,410.289,526.448,444.023,55.2,601.654,3172.07,10.1227,16.98,251.96,1.31,251.071,396.211
2017-03-10 01:00:00,248.533,1.74633,66.91,451.891,430.856,510.533,444.941,55.2,601.379,3203.22,10.1224,16.98,250.95,1.31,250.576,399.185
2017-03-10 01:00:00,251.213,1.74599,66.91,454.168,445.664,505.434,443.726,55.2,600.22,3209.77,10.122,16.98,249.631,1.31,250.411,397.046
2017-03-10 01:00:00,246.05,1.74565,66.91,457.171,457.598,381.078,447.533,55.2,596.588,3193.07,10.1217,16.98,248.599,1.31,250.345,399.507
2017-03-10 01:00:00,247.357,1.7453,66.91,450.014,454.238,365.787,452.44,55.2,597.473,3176.66,10.1213,16.98,248.291,1.31,249.983,397.09
2017-03-10 01:00:00,249.62,1.74496,66.91,437.452,460.153,350.496,453.058,55.2,605.103,3173.14,10.121,16.98,248.291,1.31,250.115,390.63
2017-03-10 01:00:00,249.39,1.74461,66.91,441.556,435.155,503.482,449.878,55.2,606.934,3175.1,10.1206,16.98,248.434,1.31,250.554,400.474
2017-03-10 01:00:00,249.39,1.74427,66.91,442.527,413.915,513.869,450.37,55.2,600.789,3162.48,10.1203,16.98,250.007,1.31,250.429,404.757
2017-03-10 01:00:00,247.939,1.74392,66.91,454.543,419.376,514.864,456.136,55.2,597.168,3148.44,10.1199,16.98,251.587,1.31,250.001,404.473
2017-03-10 01:00:00,248.027,1.74358,66.91,454.644,430.388,510.106,457.54,55.2,604.614,3153.91,10.1196,16.98,251.895,1.31,250.225,401.836
2017-03-10 01:00:00,251.367,1.74324,66.91,446.335,456.48,506.026,452.578,55.2,601.318,3177.73,10.1192,16.98,251.411,1.31,250.488,398.027
2017-03-10 01:00:00,251.147,1.74289,66.91,447.336,474.06,485.18,452.9,55.2,597.534,3176.56,10.1189,16.98,251.411,1.31,250.093,399.785
2017-03-10 01:00:00,253.389,1.74255,66.91,446.836,480.7,255.22,454.84,55.2,594.727,3155.08,10.1185,16.98,250.269,1.31,249.961,396.914
2017-03-10 01:00:00,255.762,1.7422,66.91,451.741,482.108,319.679,447.394,55.2,591.675,3134.77,10.1181,16.98,249.39,1.31,249.785,393.223
2017-03-10 01:00:00,252.861,1.74186,66.91,451.44,466.796,384.138,450.2,55.2,590.698,3125.78,10.1178,16.98,249.126,1.31,250.137,404.297
2017-03-10 01:00:00,250.664,1.74151,66.91,454.143,424.138,513.28,444.052,55.2,603.394,3126.17,10.1174,16.98,248.95,1.31,250.752,407.695
2017-03-10 01:00:00,250.356,1.74117,66.91,454.644,399.376,528.798,440.058,55.2,602.661,3129.3,10.1171,16.98,248.95,1.31,250.664,391.523
2017-03-10 01:00:00,245.918,1.74083,66.91,449.739,417.346,529.25,445.022,55.2,603.638,3133.2,10.1167,16.98,248.687,1.31,250.752,390.0
2017-03-10 01:00:00,250.796,1.74048,66.91,446.135,453.672,522.112,450.632,55.2,605.225,3141.8,10.1164,16.98,248.906,1.31,250.796,391.406
2017-03-10 01:00:00,254.399,1.74014,66.91,448.538,473.592,513.844,451.282,55.2,591.309,3155.86,10.116,16.98,251.411,1.31,250.313,395.918
2017-03-10 01:00:00,253.345,1.73959,66.91,450.94,476.56,510.9,449.99,55.2,583.496,3162.11,10.1157,16.98,252.905,1.31,250.049,400.488
2017-03-10 01:00:00,249.521,1.7389,66.91,449.739,481.012,504.78,452.576,55.2,584.961,3164.45,10.1153,16.98,252.905,1.31,250.181,393.809
2017-03-10 01:00:00,244.995,1.73821,66.91,442.031,483.98,270.966,448.474,55.2,595.093,3167.19,10.115,16.98,251.719,1.31,250.269,393.75
2017-03-10 01:00:00,247.764,1.73752,66.91,449.438,488.672,312.939,448.148,55.2,596.069,3177.34,10.1146,16.98,250.269,1.31,250.532,397.207
2017-03-10 01:00:00,248.115,1.73683,66.91,456.846,462.97,354.912,454.084,55.2,584.595,3184.77,10.1143,16.98,249.302,1.31,250.576,400.02
2017-03-10 01:00:00,250.488,1.73614,66.91,450.139,422.888,510.332,461.638,55.2,586.182,3185.55,10.1139,16.98,249.214,1.31,250.488,404.648
2017-03-10 01:00:00,252.334,1.73545,66.91,440.53,405.704,518.6,465.414,55.2,595.947,3182.03,10.1135,16.98,249.39,1.31,250.62,407.168
2017-03-10 01:00:00,250.62,1.73476,66.91,443.833,415.706,510.446,456.246,55.2,600.464,3180.86,10.113,16.98,249.258,1.31,250.576,402.598
2017-03-10 01:00:00,249.302,1.73407,66.91,453.242,441.878,502.968,451.604,55.2,594.971,1272.66,10.1125,16.98,249.302,1.31,250.488,393.516
2017-03-10 01:00:00,251.455,1.73338,66.91,454.043,463.984,491.868,452.032,55.2,594.849,1442.58,10.1121,16.98,249.653,1.31,250.488,393.691
2017-03-10 01:00:00,253.125,1.73269,66.91,454.844,469.764,483.262,444.478,55.2,594.238,1612.5,10.1116,16.98,249.302,1.31,250.093,398.145
2017-03-10 01:00:00,251.543,1.732,66.91,454.043,466.794,437.608,435.848,55.2,593.872,2906.64,10.1111,16.98,249.741,1.31,249.961,397.91
2017-03-10 01:00:00,250.752,1.73131,66.91,449.739,476.714,238.118,433.584,55.2,589.966,3086.72,10.1107,16.98,250.928,1.31,250.313,396.27
2017-03-10 01:00:00,250.005,1.73062,66.91,440.129,473.594,323.078,432.504,55.2,591.675,3114.06,10.1102,16.98,251.104,1.31,250.093,400.195
2017-03-10 01:00:00,250.049,1.72993,66.91,440.93,439.452,479.522,441.354,55.2,590.332,3111.33,10.1097,16.98,251.455,1.31,250.488,399.434
2017-03-10 01:00:00,249.434,1.72924,66.91,449.438,412.81,508.18,444.266,55.2,591.553,3137.89,10.1093,16.98,251.675,1.31,250.532,391.523
2017-03-10 01:00:00,247.939,1.72855,66.91,450.94,405.392,514.184,441.242,55.2,587.891,3181.64,10.1088,16.98,251.455,1.31,250.532,387.715
2017-03-10 01:00:00,248.599,1.72786,66.91,453.843,418.832,515.996,452.792,55.2,581.299,3192.58,10.1083,16.98,250.181,1.31,250.313,395.684
2017-03-10 01:00:00,249.258,1.72717,66.91,447.136,452.658,518.602,456.568,55.2,585.693,3189.45,10.1078,16.98,249.39,1.31,250.313,403.359
2017-03-10 01:00:00,249.961,1.72648,66.91,454.744,465.702,513.052,456.676,55.2,589.6,3178.91,10.1074,16.98,249.126,1.31,250.356,397.676
2017-03-10 01:00:00,248.379,1.72579,66.91,454.644,480.548,276.064,457.648,55.2,586.304,3160.16,10.1069,16.98,249.082,1.31,250.4,395.156
2017-03-10 01:00:00,245.127,1.7251,66.91,443.933,492.502,323.586,454.732,55.2,585.938,3161.72,10.1064,16.98,249.17,1.31,250.752,390.527
2017-03-10 01:00:00,249.17,1.72441,66.91,448.438,480.076,371.108,454.84,55.2,580.933,3172.66,10.106,16.98,249.302,1.31,250.664,392.578
2017-03-10 01:00:00,249.258,1.72372,66.91,448.037,444.528,505.46,462.394,55.2,581.543,3172.27,10.1055,16.98,249.126,1.31,250.488,398.789
2017-03-10 01:00:00,251.323,1.72303,66.91,453.743,421.406,515.994,460.884,55.2,578.857,3152.34,10.105,16.98,248.555,1.31,250.093,410.215
2017-03-10 01:00:00,249.346,1.72234,66.91,459.949,431.092,518.712,455.38,55.2,561.768,3165.23,10.1045,16.98,249.478,1.31,249.302,407.754
2017-03-10 01:00:00,249.917,1.72166,66.91,469.558,446.638,515.2,448.15,55.2,553.711,3277.73,10.1041,16.98,250.4,1.31,248.555,400.078
2017-03-10 01:00:00,250.093,1.72097,66.91,473.562,464.766,507.724,454.736,55.2,551.636,3326.56,10.1036,16.98,251.411,1.31,248.555,396.035
2017-03-10 01:00:00,248.511,1.72028,66.91,471.96,473.83,504.1,461.86,55.2,549.927,3316.41,10.1031,16.98,252.026,1.31,248.73,394.043
2017-03-10 01:00:00,248.379,1.71917,66.91,456.345,475.468,270.97,455.38,55.2,555.786,3309.38,10.1027,16.98,251.895,1.31,248.335,397.91
2017-03-10 01:00:00,248.027,1.7178,66.91,435.725,491.092,324.439,451.06,55.2,552.002,3325.78,10.1022,16.98,251.016,1.31,248.335,400.137
2017-03-10 01:00:00,250.356,1.71642,66.91,433.723,479.216,377.908,445.558,55.2,552.002,3356.25,10.1017,16.98,249.829,1.31,248.247,397.793
2017-03-10 01:00:00,250.313,1.71504,66.91,444.133,429.92,500.028,439.946,55.2,554.688,3376.56,10.1013,16.98,248.73,1.31,248.599,400.605
2017-03-10 01:00:00,252.686,1.71367,66.91,446.65,410.211,504.426,438.347,55.2,557.338,3410.94,10.1008,16.98,247.914,1.31,248.448,403.251
2017-03-10 01:00:00,253.389,1.71229,66.91,444.934,422.773,513.164,445.237,55.2,550.293,3522.27,10.1003,16.98,247.874,1.31,248.071,406.348
2017-03-10 01:00:00,249.873,1.71091,66.91,438.878,436.663,520.359,448.987,55.2,552.673,3565.23,10.1013,16.98,249.401,1.31,247.95,402.217
2017-03-10 01:00:00,246.841,1.70954,66.91,439.979,449.572,505.007,448.775,55.2,555.542,3591.41,10.1034,16.98,250.609,1.31,248.818,401.514
2017-03-10 01:00:00,248.917,1.70816,66.91,449.063,453.027,417.806,446.129,55.2,572.296,3591.52,10.1055,16.98,250.708,1.31,249.73,404.019
2017-03-10 01:00:00,248.928,1.70678,66.91,449.964,462.204,226.135,443.564,55.2,580.536,3553.04,10.1076,16.98,250.708,1.31,250.192,401.865
2017-03-10 01:00:00,249.532,1.7054,66.91,435.55,473.806,310.449,444.347,55.2,568.42,3542.41,10.1098,16.98,250.829,1.31,250.73,403.008
2017-03-10 01:00:00,251.323,1.70403,66.91,436.151,445.74,491.616,446.372,55.2,567.596,3579.3,10.1119,16.98,250.928,1.31,251.653,402.979
2017-03-10 01:00:00,251.411,1.70265,66.91,455.394,411.168,511.809,447.83,55.2,570.74,3623.54,10.114,16.98,250.928,1.31,252.246,402.144
2017-03-10 01:00:00,249.752,1.70127,66.91,455.144,408.747,511.013,449.607,55.2,567.932,3624.9,10.1161,16.98,250.686,1.31,252.729,403.022
2017-03-10 01:00:00,250.005,1.6999,66.91,450.414,434.939,511.717,449.878,55.2,568.542,3618.46,10.1182,16.98,249.884,1.31,253.608,401.646
2017-03-10 01:00:00,249.049,1.69852,66.91,448.588,477.695,497.754,449.796,55.2,568.268,3623.24,10.1204,16.98,249.269,1.31,253.641,403.74
2017-03-10 01:00:00,251.444,1.69714,66.91,434.149,530.021,447.6,449.931,55.2,559.753,3627.15,10.1225,16.98,249.17,1.31,253.345,405.19
2017-03-10 01:00:00,254.619,1.69577,66.91,437.852,523.85,252.192,448.856,55.2,553.131,3599.9,10.1246,16.98,248.807,1.31,253.224,407.227
2017-03-10 01:00:00,250.236,1.69439,66.91,444.584,479.395,270.714,451.928,55.2,558.136,3577.25,10.1267,16.98,248.511,1.31,253.246,400.356
2017-03-10 01:00:00,248.181,1.69301,66.91,441.431,418.69,430.242,464.339,55.2,558.99,1610.16,10.1288,16.98,248.752,1.31,253.466,390.967
2017-03-10 01:00:00,247.357,1.69164,66.91,447.487,375.018,494.617,476.262,55.2,556.763,988.7715,10.131,16.98,250.28,1.31,253.323,397.383
2017-03-10 01:00:00,250.104,1.69026,66.91,458.773,365.625,520.812,475.805,55.2,555.511,367.383,10.1331,16.98,251.609,1.31,252.883,402.905
2017-03-10 01:00:00,253.202,1.68888,66.91,457.621,379.512,513.277,472.65,55.2,555.939,1864.65,10.1352,16.98,251.807,1.31,252.323,396.768
2017-03-10 01:00:00,252.543,1.6875,66.91,456.57,419.749,507.643,468.195,55.2,558.197,2946.88,10.1373,16.98,251.082,1.31,251.664,392.769
2017-03-10 01:00:00,252.246,1.68613,66.91,459.949,441.02,506.37,464.55,55.2,558.472,3031.25,10.1395,16.98,250.488,1.31,251.367,393.164
2017-03-10 01:00:00,250.192,1.68475,66.91,462.426,460.567,500.452,458.021,55.2,551.758,3034.47,10.1416,16.98,249.401,1.31,251.125,393.325
2017-03-10 01:00:00,247.423,1.68337,66.91,453.718,489.023,498.409,447.934,55.2,546.6,2971.58,10.1437,16.98,248.511,1.31,250.928,395.229
2017-03-10 01:00:00,248.346,1.682,66.91,446.861,504.374,293.85,435.443,55.2,552.246,2910.45,10.1458,16.98,248.269,1.31,251.169,395.552
2017-03-10 01:00:00,249.346,1.68062,66.91,439.078,503.222,340.5375,433.746,55.2,549.927,2935.45,10.1479,16.98,248.071,1.31,250.642,393.501
2017-03-10 01:00:00,249.071,1.67943,66.91,430.32,474.553,387.225,438.411,55.2,546.112,2988.87,10.1501,16.98,249.642,1.31,250.049,395.962
2017-03-10 01:00:00,249.532,1.6784,66.91,440.154,429.764,502.514,438.061,55.2,546.814,3022.46,10.1522,16.98,251.169,1.31,250.049,401.792
2017-03-10 01:00:00,249.95,1.67737,66.91,450.865,418.396,508.944,446.479,55.2,541.901,3030.18,10.1543,16.98,251.246,1.31,250.17,401.396
2017-03-10 01:00:00,249.807,1.67633,66.91,456.57,430.29,503.59,449.311,55.2,544.037,3037.89,10.1564,16.98,251.147,1.31,250.389,400.474
2017-03-10 01:00:00,250.455,1.6753,66.91,458.022,443.006,494.331,442.403,55.2,547.363,3070.7,10.1585,16.98,251.027,1.31,249.642,397.471
2017-03-10 01:00:00,249.214,1.67427,66.91,456.445,457.265,488.327,449.823,55.2,543.579,3143.36,10.1607,16.98,250.928,1.31,249.192,393.398
2017-03-10 01:00:00,250.17,1.67324,66.91,443.508,462.461,352.896,462.53,55.2,540.039,3168.36,10.1613,16.98,251.169,1.31,249.631,394.482
2017-03-10 01:00:00,250.192,1.6722,66.91,426.591,469.843,345.421,465.576,55.2,544.312,3121.0,10.1607,16.98,250.159,1.31,249.95,395.64
2017-03-10 01:00:00,249.84,1.67117,66.91,429.944,463.064,460.236,467.169,55.2,549.713,3118.46,10.1601,16.98,249.17,1.31,249.686,386.162
2017-03-10 01:00:00,245.61,1.67014,66.91,450.139,441.813,486.288,455.219,55.2,540.131,3147.27,10.1595,16.98,248.566,1.31,249.269,391.406
2017-03-10 02:00:00,248.269,1.6691,67.06,462.601,433.629,488.724,441.674,55.2,539.673,3170.41,10.1589,16.98,,1.11,249.291,399.697
2017-03-10 02:00:00,252.07,1.66807,67.06,468.357,445.156,493.623,442.7,55.2,544.922,3208.3,10.1584,16.98,,1.11,250.115,397.529
2017-03-10 02:00:00,250.488,1.66704,67.06,463.978,449.784,489.004,446.021,55.2,543.488,3211.33,10.1578,16.98,,1.11,249.983,391.626
2017-03-10 02:00:00,248.555,1.66601,67.06,458.823,456.188,406.195,442.004,55.2,540.863,3202.64,10.1572,16.98,,1.11,249.51,395.229
2017-03-10 02:00:00,250.477,1.66497,67.06,438.478,477.986,315.514,443.46,55.2,541.626,3221.0,10.1566,16.98,,1.11,249.609,400.02
2017-03-10 02:00:00,253.224,1.66394,67.06,437.702,478.962,366.975,442.781,55.2,539.459,3217.38,10.156,16.98,,1.11,249.489,398.599
